"","FinitePool_1","MediaExp_5","DemEdu","DemHealthcare","MediaExp_7","Longitude_3","Personal_7","MediaExp_3","Trustingroups_5","Personal_5","Ethnicmin","FinitePool_4","SARS","KnowledgeCert_2","Trustingroups_2","DemGen","COVIDexp","Longitude_2","quota_age","FinitePool_5","Trustingroups_4","Friends_7","Vaccine_2","COVIDeffect_4"
"5680","6","2","4","2","2","3","1","1","1","3","1","3","2","5","2","2","8","7","4","6","2","1","1","1"
"5681","3","1","5","2","2","1","4","1","2","4","2","3","2","5","3","2","8","2","5","3","3","2","1","1"
"5682","6","2","4","2","2","6","2","2","2","4","2","6","2","6","2","2","8","6","5","6","2","5","1","1"
"5683","6","1","4","2","1","4","1","1","2","2","2","4","2","3","3","2","8","6","5","6","5","2","1","1"
"5685","4","2","3","2","2","1","6","2","2","6","2","4","2","3","2","1","9","3","4","7","3","6","1","1"
"5686","5","2","5","2","2","4","4","2","3","4","2","5","2","4","3","2","9","4","1","4","3","4","1","4"
"5687","7","2","3","2","2","4","4","1","2","4","1","4","2","4","2","2","8","4","3","5","2","4","2","3"
"5688","5","1","4","2","2","2","5","1","2","5","2","5","2","4","4","1","8","3","3","5","2","4","1","1"
"5689","5","2","4","2","2","1","3","2","2","5","4","2","2","4","4","2","9","3","5","5","2","5","1","1"
"5690","7","1","4","2","1","1","1","1","3","2","2","6","2","3","4","2","3","1","5","7","3","2","2","1"
"5691","6","1","4","2","1","1","1","1","3","1","2","1","2","3","3","2","8","3","2","5","3","1","1","1"
"5692","5","2","3","2","2","4","1","1","3","4","2","4","2","4","4","1","8","6","6","4","3","1","1","1"
"5693","7","2","4","2","1","4","1","1","3","3","2","3","2","5","4","2","8","5","5","5","3","1","1","2"
"5694","4","1","3","2","2","2","2","2","3","3","2","4","2","6","3","2","8","4","1","7","3","5","1","1"
"5695","3","1","4","2","1","3","3","1","1","3","2","3","2","3","3","2","9","3","5","3","2","3","1","3"
"5696","4","2","3","2","2","6","2","1","1","2","2","4","2","4","4","2","8","6","6","4","3","2","1","1"
"5697","1","2","3","2","1","3","1","1","3","2","2","2","2","6","4","2","8","4","5","6","3","1","1","1"
"5698","2","1","5","2","1","2","2","1","4","2","2","2","2","3","4","1","8","3","2","2","4","2","1","1"
"5699","6","1","3","1","2","4","1","1","2","4","2","5","2","5","3","2","8","5","5","5","3","1","2","4"
"5700","2","1","4","2","1","2","3","1","2","5","2","2","2","4","3","2","9","3","4","4","3","3","2","1"
"5701","6","1","4","2","1","3","6","1","4","4","2","3","2","3","4","2","8","3","5","6","4","5","1","2"
"5702","7","1","3","2","2","5","3","2","2","4","2","7","2","5","3","1","9","6","4","7","3","4","1","1"
"5703","4","2","2","2","2","4","4","2","3","4","2","4","2","4","3","1","8","4","1","4","3","4","1","4"
"5704","5","2","3","2","1","5","1","1","3","3","2","4","2","5","3","2","8","5","6","5","3","1","1","2"
"5705","5","1","4","2","2","6","3","1","1","3","2","6","2","4","2","2","8","6","6","5","1","3","1","1"
"5706","3","1","4","2","1","4","1","1","3","1","2","4","2","4","3","2","8","4","5","6","3","1","2","1"
"5707","6","2","4","2","1","6","2","1","2","5","2","3","2","6","2","2","8","7","4","6","3","3","1","2"
"5708","4","2","1","2","2","5","4","1","3","5","4","5","2","4","3","2","8","5","4","7","3","4","2","7"
"5709","1","2","3","2","2","1","1","1","3","6","2","6","2","2","3","2","2","2","5","6","2","2","1","1"
"5710","2","2","4","2","1","2","2","1","2","4","2","2","2","3","4","2","8","5","5","3","3","2","1","5"
"5711","6","2","3","2","1","2","1","1","3","3","2","4","2","6","4","2","8","5","6","6","3","1","1","1"
"5712","2","1","4","2","2","1","2","1","2","5","2","2","2","5","3","1","8","1","2","6","4","3","1","1"
"5713","6","1","4","2","1","5","4","1","3","5","2","6","2","3","3","2","8","5","5","6","3","2","1","2"
"5714","2","1","4","2","1","4","1","1","2","6","2","2","2","4","2","2","8","6","4","6","2","1","2","1"
"5715","6","1","4","2","2","4","1","1","2","4","1","5","2","4","2","1","8","5","3","5","4","5","2","1"
"5716","6","1","4","2","2","7","4","1","3","4","2","4","2","6","3","2","8","7","5","5","3","4","1","1"
"5717","6","2","1","2","1","5","2","1","1","7","2","4","2","4","3","2","2","5","4","5","2","2","1","1"
"5718","6","1","4","2","2","7","5","1","3","5","2","6","2","4","3","2","8","7","5","6","3","5","1","1"
"5719","7","2","3","2","2","7","3","2","1","3","2","5","2","4","5","1","8","7","5","6","3","2","1","1"
"5720","4","1","3","2","1","5","3","2","3","4","2","3","2","4","2","2","8","5","6","5","3","4","1","4"
"5721","4","1","4","2","1","2","5","1","2","1","2","4","2","6","3","2","8","4","3","5","5","4","1","1"
"5722","7","1","4","2","1","4","1","1","2","4","2","5","2","7","3","1","8","5","5","7","3","1","2","1"
"5723","7","1","4","2","2","7","1","1","2","5","2","7","2","7","3","2","9","6","5","7","2","1","2","1"
"5724","7","1","3","2","1","1","1","1","1","2","1","4","2","7","3","1","8","1","4","4","2","1","1","1"
"5725","4","2","5","2","2","6","1","1","2","4","2","4","2","5","3","2","8","6","6","6","3","1","1","1"
"5726","3","2","4","1","1","4","4","2","3","3","1","3","1","4","3","2","2","4","1","3","2","4","2","2"
"5727","5","1","3","2","1","4","7","1","3","7","2","7","2","4","2","2","8","5","3","7","1","7","1","1"
"5728","5","2","4","2","2","6","2","2","2","4","2","1","2","5","4","1","8","6","6","5","3","2","1","1"
"5729","7","1","4","2","1","4","1","1","2","3","4","4","2","6","4","1","8","7","3","7","4","1","1","2"
"5730","3","2","3","2","2","1","1","1","3","2","2","3","2","3","4","2","8","2","2","2","3","1","2","1"
"5731","7","2","3","2","2","1","1","1","2","6","2","5","2","6","3","2","8","1","5","5","3","1","1","1"
"5732","7","1","4","2","1","3","1","1","5","2","1","7","2","3","5","2","8","4","6","7","5","4","1","1"
"5733","5","1","4","2","1","1","1","1","1","3","2","5","2","5","2","1","8","3","1","6","3","1","1","1"
"5734","5","1","4","2","1","2","2","1","3","6","2","4","2","3","4","1","8","2","4","6","3","5","1","1"
"5735","4","2","3","2","2","1","4","1","2","5","4","4","2","6","3","1","9","3","5","7","3","5","1","7"
"5736","7","2","4","2","1","2","2","1","3","3","2","4","2","6","3","2","9","4","6","5","3","2","2","1"
"5737","4","2","4","2","2","4","4","2","1","4","4","4","2","4","2","2","8","4","5","4","2","4","2","2"
"5738","3","1","4","1","2","3","3","1","2","5","1","4","2","3","3","2","8","4","2","6","3","3","2","1"
"5739","5","1","3","2","1","5","3","1","3","4","2","6","2","5","4","2","8","5","4","6","3","3","1","1"
"5740","5","2","3","2","1","2","2","1","2","2","2","4","2","6","3","2","3","3","6","4","3","2","1","7"
"5741","7","1","3","2","1","1","3","1","2","3","2","7","2","3","4","1","9","4","1","7","4","3","1","1"
"5742","4","1","3","2","1","5","1","1","2","4","2","5","2","4","3","2","8","6","4","6","3","1","1","1"
"5743","6","2","5","2","1","5","2","1","3","5","1","4","2","5","2","2","8","6","6","6","3","2","1","1"
"5744","4","1","4","2","2","5","4","1","3","4","2","4","2","3","3","2","8","5","5","4","3","4","1","4"
"5745","6","2","3","2","2","6","1","1","1","4","4","4","2","4","2","1","8","7","4","7","2","3","1","1"
"5746","5","2","3","2","1","5","1","1","2","3","2","4","2","4","3","1","9","6","6","3","2","2","1","1"
"5747","6","2","4","2","2","1","3","1","3","5","2","3","2","4","4","2","8","4","5","3","4","3","2","1"
"5748","4","2","3","2","2","5","4","1","2","4","2","4","2","5","3","2","8","5","5","5","3","4","1","2"
"5749","6","1","4","2","1","7","1","1","2","6","2","5","2","4","3","2","9","7","4","7","2","1","1","1"
"5750","6","2","1","2","2","1","4","2","1","7","1","6","2","7","1","2","9","1","2","7","1","1","2","1"
"5751","7","1","4","2","2","7","7","1","1","1","2","7","2","1","1","1","8","7","3","1","3","7","1","3"
"5752","2","1","3","2","2","4","1","1","1","7","1","7","2","6","1","2","8","5","4","7","1","1","2","1"
"5753","7","1","4","2","1","3","1","1","3","6","2","4","2","7","4","2","8","5","5","4","3","2","2","1"
"5754","6","1","3","2","2","4","3","1","3","3","2","5","2","6","3","2","8","5","4","5","3","2","1","1"
"5755","5","2","9","2","2","5","1","1","2","3","4","4","2","4","3","2","8","6","6","5","3","1","1","1"
"5756","6","1","4","2","1","3","2","1","3","4","2","3","2","5","4","2","8","5","5","3","3","2","1","1"
"5757","7","1","4","2","1","1","1","1","1","1","2","5","2","3","1","1","8","1","2","6","2","1","1","5"
"5758","6","1","5","2","1","4","2","1","3","5","2","4","2","4","4","2","9","4","5","2","3","2","1","4"
"5759","5","2","3","2","1","6","1","1","1","5","2","4","2","4","3","1","8","6","6","5","1","2","2","1"
"5760","4","1","4","2","1","5","4","1","2","3","2","3","2","4","3","2","8","6","5","5","3","4","1","2"
"5761","6","1","5","2","1","2","3","1","2","4","2","5","2","5","3","2","8","4","5","5","3","4","1","1"
"5762","5","2","4","2","2","5","2","1","1","6","4","5","2","6","1","1","8","5","1","7","3","4","2","4"
"5763","5","1","4","2","2","4","2","1","2","5","2","3","2","3","4","1","8","4","3","5","2","2","1","1"
"5764","6","2","3","2","2","4","1","1","2","2","2","6","2","5","4","1","8","6","6","4","3","2","1","1"
"5765","7","1","3","2","2","6","2","1","3","3","1","4","2","4","3","2","9","6","5","6","3","1","1","2"
"5766","6","1","4","2","1","7","1","1","3","2","2","5","2","4","4","1","2","7","3","7","5","1","2","1"
"5767","1","1","3","2","2","1","1","2","1","6","4","7","2","5","1","1","8","1","1","3","1","1","1","1"
"5768","2","2","3","2","2","4","2","1","3","5","2","3","2","3","4","1","8","5","5","3","3","2","1","2"
"5769","1","2","3","2","1","5","1","1","3","1","2","2","2","5","3","2","8","7","3","5","4","1","1","1"
"5770","5","1","3","2","2","2","1","1","2","4","2","4","2","7","4","1","9","4","3","6","4","6","1","2"
"5771","4","1","4","2","1","1","1","1","1","5","2","4","2","3","3","1","8","4","2","7","1","1","2","1"
"5772","4","2","3","2","1","2","1","1","3","2","2","4","2","6","4","2","8","2","6","6","3","1","1","1"
"5773","4","1","4","2","1","3","3","1","3","3","2","3","2","3","3","2","8","4","4","5","3","3","1","3"
"5774","4","2","3","2","2","1","1","1","3","2","2","3","2","5","4","1","8","2","6","3","3","2","1","1"
"5775","6","1","4","2","2","4","4","1","3","4","2","5","2","3","3","2","9","5","5","5","3","4","1","1"
"5776","6","2","4","2","1","6","1","1","3","4","2","4","2","7","5","2","8","7","6","4","3","1","1","2"
"5777","6","2","4","2","1","2","3","1","2","3","2","5","2","4","3","2","2","3","6","5","3","2","1","1"
"5778","6","1","3","2","1","4","6","1","1","3","2","5","2","2","4","1","8","5","4","7","3","2","1","1"
"5779","7","2","3","2","2","4","4","2","2","4","2","5","2","6","2","2","8","4","5","5","3","4","1","4"
"5780","5","1","4","2","1","4","1","1","2","6","2","5","2","6","3","2","9","5","5","6","3","2","1","7"
"5781","2","2","4","2","2","4","1","1","3","5","2","2","2","5","4","2","9","4","5","6","4","1","2","2"
"5782","4","1","4","2","1","5","4","1","1","4","2","4","2","2","1","2","8","6","5","5","3","5","1","4"
"5783","4","2","3","2","2","4","1","2","1","1","2","5","2","4","4","1","8","4","6","5","1","1","1","1"
"5784","3","1","3","2","1","3","4","1","4","4","2","5","2","5","3","2","8","6","5","6","2","6","1","4"
"5785","5","1","3","2","1","6","1","1","3","4","2","4","2","5","4","1","2","7","6","6","4","1","1","1"
"5786","4","1","4","2","2","5","4","1","2","5","2","6","2","6","3","2","8","6","2","6","2","4","1","1"
"5787","5","2","4","2","1","5","4","1","2","4","2","4","2","4","3","2","8","5","6","4","3","4","1","4"
"5788","6","2","3","2","1","4","2","1","4","2","2","4","2","4","4","2","8","5","6","4","4","4","2","1"
"5789","6","2","3","2","2","6","4","1","2","4","2","2","2","5","2","2","9","6","6","5","3","4","1","1"
"5790","7","2","4","2","2","7","1","1","2","7","4","1","2","3","4","1","9","7","5","6","3","3","1","2"
"5791","7","1","4","2","1","1","5","1","3","5","2","4","2","3","3","1","8","5","6","6","4","4","1","1"
"5792","4","1","3","2","1","3","3","1","2","2","2","4","2","5","4","1","8","4","1","6","3","4","1","1"
"5793","4","2","2","2","2","4","4","2","3","4","2","4","2","3","1","1","9","4","6","4","3","4","1","4"
"5794","5","2","4","2","1","4","2","1","3","4","2","3","2","3","4","2","9","6","5","5","4","6","1","1"
"5795","7","2","2","1","2","5","1","1","1","4","2","5","2","5","3","1","8","5","6","6","3","1","1","7"
"5796","6","2","4","2","2","4","1","2","3","4","2","7","2","7","4","2","9","5","6","6","4","2","2","1"
"5797","7","2","4","2","1","3","1","1","3","1","2","1","2","5","4","1","8","2","6","5","3","1","1","6"
"5798","5","2","1","2","2","1","1","1","2","2","2","2","2","4","4","1","8","2","6","1","3","1","1","1"
"5799","6","2","3","2","2","1","1","1","1","4","4","3","2","3","3","1","8","4","2","6","3","1","1","1"
"5800","5","2","3","2","2","4","3","1","1","4","2","4","2","6","3","2","9","5","5","5","2","2","2","1"
"5801","5","2","3","2","1","4","1","1","4","4","2","2","2","4","2","2","8","5","6","4","4","1","1","1"
"5802","2","1","5","2","1","2","4","1","1","2","2","5","2","5","2","2","8","3","6","5","3","4","1","1"
"5804","6","2","4","2","2","5","1","1","3","7","4","3","2","5","3","2","9","5","5","7","4","1","1","1"
"5805","4","1","2","2","2","3","1","1","3","5","2","6","2","4","1","2","8","4","4","5","3","1","1","3"
"5806","5","1","4","2","2","7","4","1","1","6","2","4","2","3","3","2","8","7","4","6","3","4","1","1"
"5807","3","1","5","2","1","4","3","1","2","4","2","4","2","6","2","2","8","5","5","2","2","3","1","1"
"5808","4","1","4","2","2","1","3","1","1","3","2","4","2","5","3","1","8","3","1","4","3","3","1","1"
"5809","1","1","5","2","2","1","1","1","3","2","2","5","2","4","3","1","8","1","2","3","3","1","1","1"
"5810","4","2","3","2","2","1","1","1","1","6","1","3","2","4","2","1","8","3","5","7","1","1","2","1"
"5811","7","1","3","2","1","2","2","1","3","5","2","7","2","6","4","2","8","3","4","7","3","2","1","1"
"5812","7","2","4","2","2","3","1","1","3","2","2","4","2","6","3","2","8","5","6","5","3","1","1","3"
"5813","4","1","3","2","2","1","4","1","2","5","2","5","2","6","4","2","9","3","4","3","2","3","1","2"
"5815","7","1","4","2","1","3","1","1","2","6","2","4","2","5","3","1","8","5","2","6","3","1","2","1"
"5816","5","1","2","1","1","6","4","1","1","7","2","4","2","5","4","1","8","7","3","6","3","4","1","1"
"5817","5","2","3","2","2","6","2","1","2","4","2","4","2","4","3","1","8","5","6","4","3","4","2","2"
"5818","6","2","3","2","2","5","4","2","1","5","2","5","2","5","4","1","8","6","6","6","2","4","1","4"
"5819","1","1","3","2","1","5","4","1","1","4","2","7","2","7","4","2","8","7","5","7","1","4","1","1"
"5820","6","1","4","2","2","2","2","1","1","4","2","4","2","5","4","2","9","4","5","4","2","4","1","1"
"5821","5","1","5","2","1","3","2","1","2","2","2","4","2","4","2","2","8","3","4","5","2","2","1","4"
"5822","6","1","3","2","1","4","1","1","3","7","4","2","2","7","3","2","9","7","5","2","3","1","1","7"
"5823","2","2","3","2","2","4","1","2","3","4","2","3","2","4","4","2","8","4","6","3","3","1","1","1"
"5824","4","1","4","2","1","4","4","1","3","4","2","4","2","4","3","2","8","5","5","5","3","2","1","2"
"5825","5","2","3","1","2","4","5","2","3","6","2","4","2","5","2","1","8","5","6","7","3","1","1","4"
"5826","5","1","3","2","2","1","1","1","3","2","2","3","2","4","4","2","8","2","6","6","3","1","1","1"
"5827","6","1","3","2","1","2","1","1","2","1","2","5","2","3","4","1","8","3","4","4","3","1","1","1"
"5828","6","2","1","2","1","5","2","1","3","6","2","4","2","7","2","2","8","5","6","7","2","3","1","1"
"5829","5","1","4","2","1","3","3","1","3","5","2","5","2","4","3","2","8","5","5","6","3","3","1","1"
"5830","5","2","4","2","1","2","1","1","3","2","2","3","2","3","4","1","8","4","5","4","3","1","2","1"
"5831","6","1","3","2","1","5","1","1","2","2","2","3","2","3","3","2","8","5","4","1","2","1","1","1"
"5832","4","2","4","2","2","3","4","2","2","4","2","4","2","3","3","2","8","4","4","4","3","4","1","4"
"5833","7","1","3","2","2","1","3","1","3","3","2","5","2","4","5","2","8","3","6","6","2","3","1","1"
"5834","4","1","3","2","2","4","4","2","1","4","2","4","1","5","2","1","3","5","2","3","3","3","1","5"
"5835","5","1","3","2","1","7","1","1","3","4","2","4","2","4","3","1","8","7","5","5","3","2","1","1"
"5836","6","1","3","1","2","6","2","1","2","4","2","7","2","2","3","1","8","7","3","6","3","2","1","2"
"5837","4","2","3","2","1","2","1","1","2","3","2","5","2","5","2","1","8","3","2","6","3","2","2","2"
"5838","7","2","3","2","2","1","1","1","3","1","2","2","2","2","4","1","8","1","6","6","4","1","1","1"
"5839","3","1","5","2","2","7","3","1","1","7","2","3","2","5","3","2","8","7","4","6","3","1","1","4"
"5840","5","2","4","1","1","3","1","1","2","4","4","1","2","5","3","1","8","4","2","5","3","4","1","1"
"5841","5","2","4","2","1","3","1","1","3","3","2","5","2","7","3","2","9","6","6","5","3","1","1","1"
"5842","5","1","4","2","1","4","3","1","3","4","2","5","2","5","4","1","8","5","5","6","3","1","1","2"
"5843","3","2","3","2","1","5","2","1","3","4","2","3","2","5","4","2","8","5","6","4","3","3","1","1"
"5844","7","2","4","2","2","3","1","1","2","2","2","4","2","7","4","2","8","5","6","1","3","1","1","1"
"5845","5","1","4","2","2","5","2","1","2","5","2","5","2","4","3","1","8","5","5","6","3","1","1","1"
"5846","4","1","4","2","1","4","1","1","1","6","2","5","2","5","4","1","8","5","5","6","3","1","1","1"
"5847","4","2","3","2","1","5","4","1","2","5","4","6","2","4","3","1","8","6","4","5","3","4","1","1"
"5848","7","1","3","2","1","2","4","1","1","6","2","6","2","4","2","1","8","5","5","7","2","4","1","1"
"5849","6","1","4","2","2","2","2","1","3","2","2","1","2","3","4","1","8","4","6","6","4","2","1","1"
"5850","5","1","3","2","1","2","1","1","1","3","2","7","2","5","1","1","9","6","5","5","1","2","2","1"
"5851","6","2","3","2","2","1","1","1","3","5","1","5","2","3","3","1","8","4","3","6","2","3","1","1"
"5852","5","1","3","2","2","1","1","1","1","2","2","4","2","3","2","2","8","1","4","1","2","1","1","1"
"5853","4","1","3","2","2","2","1","1","1","5","2","1","2","4","2","1","8","3","1","6","4","1","1","1"
"5854","6","1","4","2","1","6","1","1","2","4","2","4","2","3","3","1","3","6","1","6","3","2","1","6"
"5855","4","2","3","2","2","1","1","1","2","4","2","3","2","4","3","2","8","1","3","3","2","1","2","1"
"5856","3","2","3","2","2","3","3","2","1","3","1","3","2","7","1","2","9","3","4","3","1","3","1","1"
"5857","3","1","3","2","2","7","3","1","3","6","2","3","2","2","3","2","8","7","1","7","3","4","1","1"
"5858","7","1","3","2","1","7","2","1","2","4","2","5","2","5","3","1","8","7","6","7","3","2","1","1"
"5859","2","1","3","2","1","7","1","1","2","4","2","7","2","6","3","2","9","7","3","5","2","1","1","1"
