,OCC_CLS,PRIM_OCC,SEC_OCC,PROP_ADDR,SQFEET,CENSUSCODE,geometry
99,Residential,Unclassified,,13245 RIVER FRONT ROAD,1054.863,21159950300,"POLYGON ((-82.3301317809638 37.7483003541768, -82.330030867818 37.7482611339742, -82.3300802607856 37.7481810058196, -82.3301811730331 37.7482202253544, -82.3301317809638 37.7483003541768))"
0,Unclassified,Unclassified,,,445.0268,21159950201,"POLYGON ((-82.5217964440696 37.7256309520619, -82.5217675138259 37.7255332601446, -82.5218085129354 37.7255256007028, -82.5218374431792 37.7256232933409, -82.5217964440696 37.7256309520619))"
1,Unclassified,Unclassified,,2589 AIRPORT ROAD,17223.92,21159950201,"POLYGON ((-82.6383039586798 37.7449708851493, -82.6384364601842 37.7452169461178, -82.6379458282238 37.7453835356936, -82.6377746820942 37.7450657072375, -82.6380199976252 37.7449824117836, -82.6380586440471 37.7450541813265, -82.6383039586798 37.7449708851493))"
2,Residential,Unclassified,,13483 RIVER FRONT ROAD,1186.713,21159950300,"POLYGON ((-82.3324506327494 37.7453133917133, -82.3323724586584 37.7453922543184, -82.3322841794188 37.7453370749391, -82.3323623544081 37.7452582129855, -82.3324506327494 37.7453133917133))"
3,Residential,Single Family Dwelling,,94 HALE DRIVE,1450.415,21159950300,"POLYGON ((-82.443200153001 37.7627101071097, -82.4430974396314 37.762618474268, -82.4431813836014 37.7625591702959, -82.4432840978693 37.7626508039212, -82.443200153001 37.7627101071097))"
4,Residential,Single Family Dwelling,,5123 PIGEON ROOST ROAD,1054.87,21159950300,"POLYGON ((-82.4414354216085 37.7247037912949, -82.4413366949621 37.724661260302, -82.4413902399429 37.7245828410107, -82.4414889683859 37.7246253720487, -82.4414354216085 37.7247037912949))"
5,Unclassified,Unclassified,,,659.2838,21159950201,"POLYGON ((-82.5374675110819 37.7474634441279, -82.5373576983266 37.7475329489205, -82.5373226855901 37.7474980697416, -82.5374324983454 37.7474285663369, -82.5374675110819 37.7474634441279))"
6,Unclassified,Unclassified,,9090 MIDDLE FORK WOLF CREEK,1483.399,21159950201,"POLYGON ((-82.5094940890171 37.7347574219024, -82.5093550621505 37.7347418243045, -82.509372737402 37.7346424521474, -82.5095117642687 37.7346580497663, -82.5094940890171 37.7347574219024))"
7,Residential,Single Family Dwelling,,5218 SOUTH WOLF CREEK,692.2593,21159950201,"POLYGON ((-82.496297010145 37.7474772547399, -82.496223468666 37.7475099120714, -82.4961754860534 37.7474417866852, -82.4962490257358 37.747409127903, -82.496297010145 37.7474772547399))"
8,Residential,Single Family Dwelling,,13325 RIVER FRONT ROAD,1087.83,21159950300,"POLYGON ((-82.3305344400101 37.7474979120522, -82.3304270167735 37.747409757951, -82.3304875731051 37.7473632309886, -82.3305949954434 37.7474513851452, -82.3305344400101 37.7474979120522))"
9,Residential,Single Family Dwelling,,13331 RIVER FRONT ROAD,2356.979,21159950300,"POLYGON ((-82.3306330471806 37.747057995007, -82.3305300553332 37.7471776946506, -82.3304025008511 37.7471084956707, -82.3305054935967 37.7469887952049, -82.3306330471806 37.747057995007))"
10,Residential,Single Family Dwelling,,20 FREDDIE MOORE DRIVE,2373.438,21159950300,"POLYGON ((-82.4479966903925 37.7470750497107, -82.4479339996638 37.7471490788701, -82.4477242349601 37.7470370747547, -82.4477869247905 37.7469630461935, -82.4479966903925 37.7470750497107))"
11,Residential,Single Family Dwelling,,4292 PIGEON ROOST ROAD,2109.712,21159950300,"POLYGON ((-82.4399922385787 37.7340004937874, -82.4400952043748 37.7339648409537, -82.4401849909875 37.7341283903011, -82.4400820251913 37.7341640437665, -82.4399922385787 37.7340004937874))"
12,Residential,Unclassified,,12370 RIVER FRONT ROAD,1846.013,21159950300,"POLYGON ((-82.3214789305677 37.7569372990467, -82.3215838421148 37.7569692512144, -82.3215134123999 37.7571150162476, -82.3214085017512 37.7570830620121, -82.3214789305677 37.7569372990467))"
13,Unclassified,Unclassified,,,791.1486,21159950201,"POLYGON ((-82.6461411352046 37.762602215694, -82.6462352723582 37.7626509196785, -82.6461892588527 37.7627069710143, -82.6460951216991 37.7626582649362, -82.6461411352046 37.762602215694))"
14,Residential,Unclassified,,13500 RIVER FRONT ROAD,2472.317,21159950300,"POLYGON ((-82.3330877718478 37.7451918173225, -82.3329495067526 37.7451722951919, -82.3329863843916 37.7450076067113, -82.3331246485886 37.7450271288853, -82.3330877718478 37.7451918173225))"
15,Unclassified,Unclassified,,,1582.279,21159950201,"POLYGON ((-82.5360282779444 37.7450918930551, -82.5359766490701 37.7451711202981, -82.5358269879471 37.7451096230305, -82.5358786177198 37.7450303957217, -82.5360282779444 37.7450918930551))"
16,Unclassified,Unclassified,,7772 MIDDLE FORK WOLF CREEK,527.4368,21159950201,"POLYGON ((-82.535945697617 37.7346921982744, -82.5359715340629 37.7346053830129, -82.536026191158 37.734615641712, -82.5360003547121 37.7347024576719, -82.535945697617 37.7346921982744))"
17,Residential,Unclassified,,13333 RIVER FRONT ROAD,3263.477,21159950300,"POLYGON ((-82.3307068258148 37.7472862719958, -82.3309053283398 37.7471619867294, -82.3310009800529 37.7472583097469, -82.3308024784263 37.7473825962722, -82.3307068258148 37.7472862719958))"
18,Residential,Single Family Dwelling,,13342 RIVER FRONT ROAD,1846.011,21159950300,"POLYGON ((-82.3318717287359 37.7472118039988, -82.3317730595817 37.7473468419156, -82.3316758807326 37.7473020722316, -82.3317745507851 37.7471670342331, -82.3318717287359 37.7472118039988))"
19,Residential,Manufactured Home,,8607 MEATHOUSE ROAD,2769.022,21159950300,"POLYGON ((-82.5021135171681 37.7111330011719, -82.5022819512838 37.711132497313, -82.5022826923939 37.7112886109902, -82.5021142573799 37.7112891148481, -82.5021135171681 37.7111330011719))"
20,Unclassified,Unclassified,,7772 MIDDLE FORK WOLF CREEK,1186.729,21159950201,"POLYGON ((-82.5358688395579 37.7346770446849, -82.5357974800867 37.7346414838233, -82.535887032239 37.7345281386577, -82.5359583908119 37.7345636988634, -82.5358688395579 37.7346770446849))"
21,Unclassified,Unclassified,,,1038.386,21159950201,"POLYGON ((-82.5603784980243 37.7471831463228, -82.5604352077699 37.7472469028, -82.5603319742758 37.7473047991286, -82.5602752636319 37.747241041991, -82.5603784980243 37.7471831463228))"
22,Unclassified,Unclassified,,2584 AIRPORT ROAD,5043.582,21159950201,"POLYGON ((-82.614765121219 37.7346709058108, -82.6146315282616 37.734513817667, -82.6148409587919 37.734401478997, -82.6149745517494 37.7345585666687, -82.614765121219 37.7346709058108))"
23,Unclassified,Unclassified,,9074 MIDDLE FORK WOLF CREEK,1450.455,21159950201,"POLYGON ((-82.5099257456808 37.734507145241, -82.51001006335 37.734448203794, -82.510112108373 37.7345402793148, -82.5100277916021 37.734599219978, -82.5099257456808 37.734507145241))"
24,Residential,Manufactured Home,,8566 MEATHOUSE ROAD,659.29,21159950201,"POLYGON ((-82.5029275839532 37.7111748861239, -82.502839619124 37.7112617821512, -82.5027958657798 37.7112338290375, -82.502883833304 37.7111469329774, -82.5029275839532 37.7111748861239))"
25,Residential,Single Family Dwelling,,13342 RIVER FRONT ROAD,2307.518,21159950300,"POLYGON ((-82.3319099026439 37.7469886907882, -82.3320268255647 37.7470504628077, -82.3319179138197 37.7471804428617, -82.3318009917972 37.7471186702405, -82.3319099026439 37.7469886907882))"
26,Unclassified,Unclassified,,9090 MIDDLE FORK WOLF CREEK,1615.27,21159950201,"POLYGON ((-82.5096022713301 37.7342392879032, -82.509678194243 37.7343832882239, -82.5095875362645 37.7344134356714, -82.5095116133517 37.7342694368302, -82.5096022713301 37.7342392879032))"
27,Residential,Single Family Dwelling,,13331 RIVER FRONT ROAD,412.0591,21159950300,"POLYGON ((-82.3302180955879 37.7470410361923, -82.330281992754 37.7470641562945, -82.330252876559 37.7471148949098, -82.3301889793929 37.7470917741132, -82.3302180955879 37.7470410361923))"
28,Residential,Single Family Dwelling,,20 TAYLORS LANE,2472.329,21159950300,"POLYGON ((-82.3313396341353 37.7469530577056, -82.3312134397025 37.747086995104, -82.3311009912901 37.747020191939, -82.3312271848246 37.74688625513, -82.3313396341353 37.7469530577056))"
29,Residential,Unclassified,,4529 COLDWATER ROAD,2076.758,21159950201,"POLYGON ((-82.5192219110929 37.8020850552952, -82.5190955262172 37.8020811457812, -82.5191031906432 37.8019251533069, -82.5192295764172 37.8019290628291, -82.5192219110929 37.8020850552952))"
30,Residential,Single Family Dwelling,,10566 MEATHOUSE ROAD,3659.052,21159950201,"POLYGON ((-82.5121345268947 37.6896454773187, -82.5120979789373 37.6896620789155, -82.5120561982935 37.6896039917931, -82.5117272720673 37.6897534039813, -82.5116854914235 37.6896953183521, -82.5119047737776 37.6895957101821, -82.5118908480941 37.6895763482696, -82.5120370372285 37.6895099417834, -82.5121345268947 37.6896454773187))"
31,Residential,Single Family Dwelling,,547 CASSIUS MOORE ROAD,1318.561,21159950201,"POLYGON ((-82.497968980603 37.7569846260906, -82.4980377511295 37.7568873981265, -82.4981357186995 37.7569310782125, -82.4980669499695 37.7570283046988, -82.497968980603 37.7569846260906))"
32,Residential,Single Family Dwelling,,5123 PIGEON ROOST ROAD,2241.596,21159950300,"POLYGON ((-82.4413131519151 37.7244737059911, -82.4412648261461 37.7245542349695, -82.4410493831915 37.7244726671912, -82.4410977089605 37.7243921381241, -82.4413131519151 37.7244737059911))"
33,Unclassified,Unclassified,,2589 AIRPORT ROAD,659.2799,21159950201,"POLYGON ((-82.6354322387526 37.7450960321807, -82.6353782257495 37.7449931059017, -82.6354300720161 37.7449759498504, -82.6354840859175 37.7450788761534, -82.6354322387526 37.7450960321807))"
34,Residential,Manufactured Home,,667 CASSIUS MOORE ROAD,3197.55,21159950201,"POLYGON ((-82.5003601279043 37.7568019647128, -82.5005084792836 37.7567677198711, -82.5005320061609 37.7568319652463, -82.500599439096 37.7568163992884, -82.5006308082657 37.7569020592463, -82.5004150239513 37.7569518706687, -82.5003601279043 37.7568019647128))"
35,Residential,Single Family Dwelling,,5139 PIGEON ROOST ROAD,3428.311,21159950300,"POLYGON ((-82.4408535684259 37.7241479640442, -82.4410610073913 37.7243865263243, -82.4409685932064 37.7244372229302, -82.4407611551393 37.7241986622345, -82.4408535684259 37.7241479640442))"
36,Unclassified,Unclassified,,,1186.724,21159950300,"POLYGON ((-82.3326328056991 37.7449311552911, -82.3327295686283 37.744821596355, -82.3327985547505 37.7448600142779, -82.3327017909231 37.7449695738675, -82.3326328056991 37.7449311552911))"
37,Unclassified,Unclassified,,,5538.036,21159950201,"POLYGON ((-82.536651222763 37.7449576892214, -82.5363242153383 37.7448929419822, -82.5363717784377 37.7447414673176, -82.5366987858624 37.7448062139789, -82.536651222763 37.7449576892214))"
38,Residential,Unclassified,,10980 RIVER FRONT ROAD,1846.012,21159950300,"POLYGON ((-82.3227258532675 37.7625231051174, -82.3229047428749 37.7624582631717, -82.3229514157438 37.7625394148409, -82.3227725261364 37.762604258846, -82.3227258532675 37.7625231051174))"
39,Residential,Manufactured Home,,,791.1561,21159950300,"POLYGON ((-82.4407147158324 37.7240521161472, -82.4407721648915 37.7241287717376, -82.4406997840358 37.724162996155, -82.4406423349767 37.7240863398896, -82.4407147158324 37.7240521161472))"
40,Unclassified,Unclassified,,,10284.91,21159950201,"POLYGON ((-82.5368306181219 37.7466609851151, -82.5367623362788 37.746830959662, -82.5362405651174 37.7466987983111, -82.5363088487571 37.7465288227503, -82.5368306181219 37.7466609851151))"
41,Residential,Manufactured Home,,42 FREDDIE MOORE DRIVE,1977.857,21159950300,"POLYGON ((-82.4481810660113 37.7466368881959, -82.4482849965981 37.7466707619669, -82.4482050088086 37.7468255008607, -82.4481010782218 37.7467916271605, -82.4481810660113 37.7466368881959))"
42,Residential,Manufactured Home,,3523 RIVER FRONT ROAD,1054.86,21159950100,"POLYGON ((-82.393215581024 37.8116359550355, -82.3933692180904 37.8115056617412, -82.3934102746921 37.811536134027, -82.3932566394223 37.8116664279772, -82.393215581024 37.8116359550355))"
43,Residential,Single Family Dwelling,,79 OJ PLACE,527.4336,21159950202,"POLYGON ((-82.6231353553385 37.8116677991103, -82.6231115068643 37.8115806242372, -82.6231664469288 37.8115711639753, -82.623190295403 37.8116583381498, -82.6231353553385 37.8116677991103))"
44,Commercial,Professional/Technical Services,,7505 NEW ROUTE 3,1384.5,21159950202,"POLYGON ((-82.6149414775773 37.7766708730852, -82.6149202333191 37.7767121650106, -82.6146471167267 37.7766236360314, -82.6146683609848 37.7765823447666, -82.6149414775773 37.7766708730852))"
45,Residential,Unclassified,,2270 LITTLE ROCKCASTLE ROAD,1450.441,21159950201,"POLYGON ((-82.4678760078798 37.8020229729267, -82.4680129829943 37.8019661102977, -82.4680651041454 37.8020451531162, -82.4679281281326 37.8021020156843, -82.4678760078798 37.8020229729267))"
46,Residential,Unclassified,,3972 NORTH WOLF CREEK,1780.07,21159950100,"POLYGON ((-82.4195116112981 37.8115848377084, -82.4192669551304 37.8116359656809, -82.419245473717 37.8115712661717, -82.4194901289864 37.8115201388641, -82.4195116112981 37.8115848377084))"
47,Residential,Manufactured Home,,957 LONG BRANCH,1977.864,21159950300,"POLYGON ((-82.3705046192509 37.7899193249925, -82.3704167020324 37.7898051366555, -82.3705366055632 37.7897469960181, -82.3706245245784 37.7898611823153, -82.3705046192509 37.7899193249925))"
48,Residential,Single Family Dwelling,,597 BIG BRANCH,1186.728,21159950100,"POLYGON ((-82.4352661910891 37.8021187631332, -82.4352574100572 37.8020522197719, -82.4354251380972 37.8020382852007, -82.4354339200274 37.8021048278649, -82.4352661910891 37.8021187631332))"
49,Residential,Unclassified,,1583 PIGEON ROOST ROAD,2307.513,21159950300,"POLYGON ((-82.4464875584444 37.7666235927326, -82.4466076137906 37.7667472409894, -82.446496358341 37.7668153173546, -82.4463763011982 37.7666916692115, -82.4464875584444 37.7666235927326))"
50,Residential,Manufactured Home,,8396 MEATHOUSE ROAD,527.4341,21159950201,"POLYGON ((-82.5050635468319 37.7138757880254, -82.5049546368834 37.7138975277723, -82.5049409546434 37.7138542678586, -82.5050498636934 37.7138325288098, -82.5050635468319 37.7138757880254))"
51,Residential,Single Family Dwelling,,1062 BLACKBERRY ROAD,1071.341,21159950201,"POLYGON ((-82.5654366068603 37.8117437202403, -82.5653987302947 37.8117906821933, -82.5652448264286 37.8117125518286, -82.5652827029943 37.811665589826, -82.5654366068603 37.8117437202403))"
52,Residential,Single Family Dwelling,,3147 SOUTH WOLF CREEK,1582.307,21159950300,"POLYGON ((-82.4885567286017 37.7669400212481, -82.4885886933544 37.767071405074, -82.4884783568813 37.7670883216612, -82.4884463912303 37.7669569378652, -82.4885567286017 37.7669400212481))"
53,Residential,Single Family Dwelling,,20 TAYLORS LANE,593.3688,21159950300,"POLYGON ((-82.3309706169963 37.7469483120724, -82.3310368282227 37.746989697308, -82.3309847088682 37.7470422721437, -82.3309184976419 37.7470008869375, -82.3309706169963 37.7469483120724))"
54,Residential,Manufactured Home,,6476 MEATHOUSE ROAD,2307.516,21159950201,"POLYGON ((-82.4990714218657 37.7339837870296, -82.4991831040151 37.7339162061811, -82.4993022358931 37.7340403829678, -82.4991905519471 37.734107963703, -82.4990714218657 37.7339837870296))"
55,Residential,Manufactured Home,,90 FREDDIE MOORE DRIVE,2801.99,21159950300,"POLYGON ((-82.4488757736447 37.7470255626467, -82.4487546511 37.7469691307745, -82.4488754673192 37.7468056282633, -82.4489965898639 37.7468620602602, -82.4488757736447 37.7470255626467))"
56,Residential,Single Family Dwelling,,40 TAYLORS LANE,3955.727,21159950300,"POLYGON ((-82.3306921644111 37.7467079486555, -82.3308271021465 37.746788113921, -82.3306588423039 37.7469666936747, -82.3305239027718 37.7468865300233, -82.3306921644111 37.7467079486555))"
57,Unclassified,Unclassified,,30 ENTERPRISE DRIVE,22053.26,21159950201,"POLYGON ((-82.6545654056834 37.7543413731555, -82.6544118521603 37.7543548039224, -82.6544318441669 37.7544988879843, -82.654138696042 37.7545245292572, -82.6540556557771 37.7539260253106, -82.6543208833647 37.7539028270939, -82.6543501019677 37.7541134112633, -82.6545315733331 37.7540975393263, -82.6545654056834 37.7543413731555))"
58,Residential,Unclassified,,12546 RIVER FRONT ROAD,2373.442,21159950300,"POLYGON ((-82.3224452986245 37.7544941421247, -82.3222792261796 37.7543427972005, -82.3223639435991 37.7542841940001, -82.322530016044 37.754435538334, -82.3224452986245 37.7544941421247))"
59,Unclassified,Unclassified,,337 CANEY FORK,1054.862,21159950300,"POLYGON ((-82.4361791363359 37.7206248209375, -82.4362479589648 37.7206953173038, -82.4361592099063 37.7207499856758, -82.4360903881758 37.7206794886509, -82.4361791363359 37.7206248209375))"
60,Unclassified,Unclassified,,2592 PIGEON ROOST ROAD,923.0054,21159950300,"POLYGON ((-82.4467034236072 37.7543049417444, -82.4467934204256 37.7541661387131, -82.4468433685521 37.7541865526737, -82.446753372632 37.7543253577975, -82.4467034236072 37.7543049417444))"
61,Unclassified,Unclassified,,7828 MEATHOUSE ROAD,1120.791,21159950201,"POLYGON ((-82.5009817818439 37.7203769991484, -82.5007806409669 37.7204790188539, -82.5007504216408 37.7204414253328, -82.500951563416 37.7203394048649, -82.5009817818439 37.7203769991484))"
62,Unclassified,Unclassified,,,1582.285,21159950201,"POLYGON ((-82.539473664707 37.7414754419314, -82.5393973016197 37.7415408670113, -82.539273720386 37.7414499048234, -82.53935008527 37.7413844796631, -82.539473664707 37.7414754419314))"
